predicted_labels	true_labels	lil_interpretations	gil_interpretations
0	0	[('dis ney', -0.2287842035293579)]	['preposterousness', 'astoundingly']
0	0	[('be precious little left', -0.009411394596099854), ('precious little left', -0.04262423515319824), ('in original ity', -0.04715508222579956), ('its inspir ations', -0.10185420513153076), ('precious little', -0.14885586500167847)]	['astoundingly', 'preposterousness']
1	1	[('some surprisingly violent moments', -0.23270481824874878), ('an amusing joy ride', -0.3302743434906006), ('surprisingly violent', -0.4473739266395569), ('birth day', -0.6003098487854004)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
0	1	[('so little movie', -0.0879334807395935), ('such cute ideas', -0.12831968069076538), ('fac ile', -0.1624273657798767), ('so little', -0.18922704458236694)]	['astoundingly', 'ugly and mindless']
0	0	[('just with different scenery', 0.023669004440307617), ('lame - old', 0.012206315994262695), ('different scenery', -0.123435378074646)]	['astoundingly', 'preposterousness']
0	0	[('for a black comedy', -0.03964710235595703), ('a black comedy', -0.10956728458404541), ('promising material', -0.17003083229064941), ('som ber', -0.18589824438095093)]	['astoundingly', 'ugly and destructive']
1	1	[('things he does well', -0.22961699962615967), ('a winner for kids', -0.30352115631103516), ('he does well', -0.34088391065597534), ('the list', -0.40768396854400635), ('does well', -0.4256455898284912)]	['astoundingly', 'engrossing story']
0	0	[('indie film natural ism', -0.02180767059326172), ('the bad lighting', -0.090484619140625), ('like a film', -0.09473437070846558), ('natural ism', -0.1560654640197754), ('indie film', -0.1641068458557129)]	['preposterousness', 'preposterous']
0	0	[('almost two', -0.20029467344284058)]	['astoundingly', 'irreparably']
0	1	[('interested in rap', 0.27828580141067505), ('in rap', 0.2234455943107605), ('unn erving', 0.19713371992111206), ('the heart', 0.12840276956558228), ('americ an society', 0.10156404972076416)]	['astoundingly', 'astoundingly rich film']
1	1	"[('more to the point', -0.08748102188110352), (""jo an ' s"", -0.2220960259437561), ('a fine line', -0.2889147996902466), ('is beautifully mounted', -0.3520795702934265), ('the point', -0.36527377367019653)]"	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
1	1	[('of scenes', -0.52328822016716), ('a couple', -0.5666024684906006), ('to tears', -0.5965317487716675), ('a couple of scenes', -0.6594722121953964), ('your veins', -0.6635084003210068)]	['astoundingly', 'show-stoppingly']
1	1	[('fine performances', -0.51567342877388), ('d iane lane', -0.5317724645137787), ('french actor', -0.5953295826911926)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
0	1	[('very gl um', -0.09893441200256348)]	['astoundingly', 'ugly and mindless']
0	0	[('to swim through', -0.12436997890472412), ('the killer whale', -0.15529274940490723), ('swim through', -0.2221156358718872)]	['astoundingly', 'preposterousness']
1	1	[('at the same time', -0.42338359355926514), ('the same time', -0.5020081996917725), ('a pretty amazing accomplishment', -0.5426749289035797), ('pretty amazing', -0.6546322703361511)]	['astoundingly', 'astoundingly rich film']
0	0	[('hack - artist', -0.010822832584381104)]	['worldly-wise and very funny script', 'narcissism and']
1	1	[('to the form', -0.4234079122543335), ('the form', -0.44235408306121826), ('comes away exhilar ated', -0.4956549406051636), ('exhilar ated', -0.5285677313804626), ('two hours', -0.5346879661083221)]	['astoundingly', 'astoundingly rich film']
0	0	[('a watch able movie', -0.09016233682632446), ('watch able', -0.21840888261795044), ('it might have been', -0.22170990705490112), ('might have been', -0.24071359634399414), ('the memorable experience', -0.3144482374191284)]	['astoundingly', 'worldly-wise and very funny script']
0	1	[('the what much more', 0.03215765953063965), ('much more', 0.028705358505249023), ('out of control', -0.0019183158874511719), ('than the why', -0.028634607791900635), ('pressure - cook', -0.05844306945800781)]	['astoundingly', 'preposterousness']
1	1	[('of fascinating issues', -0.36802780628204346), ('fascinating issues', -0.4944225549697876), ('any number', -0.5662982761859894)]	['astoundingly', 'worldly-wise and very funny script']
0	1	[('cross - prom otion', -0.051807284355163574), ('sl ick', -0.1594243049621582)]	['ugly and destructive', 'worldly-wise and very funny script']
0	0	[('to become cinematic poetry', -0.15232378244400024), ('become cinematic poetry', -0.22408777475357056), ('cinematic poetry', -0.3029918670654297)]	['astoundingly', 'let-down']
1	1	[('the most depressing places', -0.24750655889511108), ('most depressing', -0.564295619726181)]	['show-stoppingly', 'astoundingly']
1	1	[('witty and inventive', -0.3516573905944824), ('in hindsight', -0.4735066890716553), ('just hilarious', -0.5673606693744659), ('even all that dumb', -0.6770484149456024)]	['astoundingly', 'astoundingly rich film']
1	1	[('change mood s', -0.28922832012176514), ('marvel s', -0.46535128355026245), ('deft ly', -0.4679582715034485), ('change mood', -0.4889153838157654), ('fil mm', -0.5249682664871216)]	['show-stoppingly', 'astoundingly']
1	1	[('the stra f ings', -0.17183130979537964), ('of the film', -0.23872196674346924), ('of the actors', -0.2734610438346863), ('the intensity', -0.43062299489974976), ('the film', -0.4437440037727356)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
0	0	[('of desperate entertainment', -0.06766486167907715), ('desperate entertainment', -0.19313734769821167)]	['ugly and mindless', 'ugly and destructive']
0	0	[('on its shaky foundation', -0.13483047485351562), ('the best efforts', -0.1421506404876709), ('its shaky foundation', -0.19728249311447144), ('the movie', -0.23535245656967163), ('the end', -0.23945236206054688)]	['astoundingly', 'preposterousness']
1	1	[('a harrowing drama', -0.35232681035995483), ('the un spe akable', -0.3640482425689697), ('at a us chwitz', -0.43658387660980225), ('un spe akable', -0.46198713779449463), ('a us chwitz', -0.5595647692680359)]	['astoundingly', 'show-stoppingly']
0	1	[('of gray', 0.023857057094573975), ('shades of gray', -0.014997124671936035), ('in shades of gray', -0.02884995937347412), ('subtle plot maneuvers', -0.052094966173172), ('in subtle plot maneuvers', -0.06714749336242676)]	['astoundingly', 'worldly-wise and very funny script']
0	1	"[('in recent memory', 0.1861027479171753), ('recent memory', 0.10371989011764526), ('the show manship', 0.08212518692016602), (""clones '"", 0.05602526664733887)]"	['astoundingly', 'worldly-wise and very funny script']
1	1	[('ultimately more satisfying', -0.28142911195755005), ('tear y - eyed', -0.31982970237731934), ('more emotional', -0.4207828640937805)]	['astoundingly', 'four star performance']
0	0	[('of its stars', -0.09318292140960693), ('the popularity', -0.18162649869918823), ('its stars', -0.20212632417678833)]	['ugly and destructive', 'astoundingly']
0	0	[('off the idea', -0.05256915092468262), ('what sex with strangers', -0.06321662664413452), ('of this film', -0.06973004341125488), ('sex with strangers', -0.14012491703033447), ('this film', -0.16904693841934204)]	['astoundingly', 'preposterousness']
0	0	[('the block of wood', 0.3561817407608032), ('to come back', 0.2858617305755615), ('of wood', 0.2323533296585083), ('come back', 0.21914559602737427), ('the block', 0.17302381992340088)]	['astoundingly', 'ugly and mindless']
0	0	[('mind - n umb', -0.016269922256469727), ('dumb found ingly', -0.07904684543609619), ('ingly bad', -0.15359193086624146), ('found ingly', -0.18244010210037231), ('ifying ly', -0.21174240112304688)]	['astoundingly', 'ugly and destructive']
1	1	[('j apan ese director', -0.5106979310512543), ('applies it', -0.5773608684539795), ('chain letters', -0.5938878655433655), ('fear - inducing', -0.6045863926410675), ('superst itious', -0.6446018517017365)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
0	0	[('vol upt uous', -0.03157311677932739), ('cheesy coinc idences', -0.0805124044418335), ('of which', -0.1556643843650818), ('a succession', -0.18875324726104736), ('its dream', -0.23026514053344727)]	['astoundingly', 'worldly-wise and very funny script']
0	0	[('a very bad feeling', -0.026224076747894287), ('swim fan', -0.13375836610794067), ('very bad', -0.14755088090896606)]	['astoundingly', 'irritating films']
0	0	[('inform the movie version', -0.028651654720306396), ('to social import', -0.06684118509292603), ('the movie version', -0.09687519073486328), ('social import', -0.22050732374191284)]	['astoundingly', 'preposterousness']
1	0	[('for you', -0.3539210110902786), ('stop time', -0.3604680448770523), ('this one', -0.37544119358062744), ('to stop time', -0.43402449786663055), ('do it for you', -0.46045875549316406)]	['astoundingly', 'played-out']
1	1	[('his co - stars', -0.17859846353530884), ('the powerful work', -0.25456923246383667), ('de n iro', -0.5018558502197266), ('in years', -0.5797815918922424)]	['astoundingly', 'thought-provoking film']
1	1	[('such a strong impression', -0.1965315341949463), ('an actor', -0.44760677218437195), ('risky business', -0.46840354800224304), ('in his underwear', -0.47604990005493164), ('in risky business', -0.48135408759117126)]	['worldly-wise and very funny script', 'astoundingly']
1	1	[('cinem atically unique', -0.3700799345970154), ('told fairly well', -0.4665932059288025), ('scored to perfection', -0.5014302432537079), ('fairly well', -0.5402763783931732), ('to perfection', -0.5506949126720428)]	['worldly-wise and very funny script', 'four star performance']
0	1	[('little else', -0.23993760347366333)]	['astoundingly', 'preposterousness']
0	0	[('the 00 7 clone', -0.060656189918518066), ('a village idiot', -0.08789712190628052), ('warmed - over', -0.10332542657852173), ('j ames bond', -0.22439461946487427), ('00 7', -0.27017438411712646)]	['preposterousness', 'astoundingly']
0	0	[('than a hot dog', -0.0013391375541687012), ('trash y cop buddy', -0.003668546676635742), ('a hot dog', -0.03181356191635132), ('anything more', -0.07251983880996704), ('this movie', -0.13361364603042603)]	['preposterousness', 'astoundingly']
0	0	[('borders on the grotesque', 0.022376835346221924), ('on the grotesque', -0.021942496299743652), ('cow rote', -0.0523034930229187), ('live - action', -0.12422758340835571), ('the grotesque', -0.12809085845947266)]	['astoundingly', 'ugly and destructive']
0	0	[('for the viewer', 0.04331475496292114), ('the thoughts and reflections', -0.024084627628326416), ('coming through', -0.03362053632736206), ('the viewer', -0.04638034105300903), ('the ethos', -0.13894706964492798)]	['worldly-wise and very funny script', 'astoundingly']
0	0	[('self - import ance', -0.10230356454849243), ('uan aura', -0.3521193265914917)]	['astoundingly', 'ugly and mindless']
0	0	[('of a wrong turn', -0.022176086902618408), ('sweet home al abama', -0.05431777238845825), ('another b ummer', -0.061964571475982666), ('a wrong turn', -0.06494706869125366), ('you look', -0.17744457721710205)]	['astoundingly', 'ugly and destructive']
0	0	[('spell clich', -0.14960771799087524)]	['astoundingly', 'narcissism and']
0	0	[('too obvious or simplistic', 0.2586066722869873), ('for this movie', 0.14463162422180176), ('this movie', 0.010824263095855713)]	['astoundingly', 'preposterousness']
1	1	[('the costumes and sets', -0.29817360639572144), ('in delicious colors', -0.40665531158447266), ('delicious colors', -0.5178353786468506), ('the movie', -0.5606642365455627), ('are grand', -0.621695876121521)]	['a funny and touching film that is gorgeously', 'worldly-wise and very funny script']
0	0	[('through clock st oppers', -0.016960084438323975), ('clock st oppers', -0.07728338241577148), ('my way', -0.16339397430419922), ('keeping time', -0.18320810794830322)]	['astoundingly', 'narcissism and']
1	0	[('it begins', -0.190388023853302), ('before it begins', -0.2657049596309662), ('the j aunt', -0.29233866930007935), ('just dizz y', -0.3531661778688431), ('than just dizz y', -0.402122363448143)]	['astoundingly', 'let-down']
0	0	[('low - budget', -0.01608043909072876), ('all the film', -0.031464576721191406), ('on the tube', -0.045456886291503906), ('a buyer', -0.1388065218925476), ('the tube', -0.1477642059326172)]	['astoundingly', 'preposterousness']
0	0	[('g utter ball', -0.011791884899139404)]	['ugly and destructive', 'astoundingly']
0	0	[('about 45 minutes in', -0.12182837724685669), ('about 45 minutes', -0.21808099746704102), ('the end credits', -0.2512015700340271), ('about 45', -0.34818726778030396), ('its welcome', -0.35168635845184326)]	['astoundingly', 'irreparably']
1	1	[('from the 60 s', -0.4455997943878174), ('the 60 s', -0.49287956953048706), ('the best', -0.5136089026927948)]	['four star performance', 'astoundingly']
0	0	[('to the second half', -0.027906715869903564), ('heart - t ug', -0.028847694396972656), ('the second half', -0.08123701810836792), ('too much', -0.17688673734664917), ('at youth', -0.2968904972076416)]	['astoundingly', 'preposterousness']
0	0	[('by silly put ty', -0.046391963958740234), ('silly put ty', -0.09695959091186523), ('ince - inducing', -0.12238287925720215), ('blue - light', -0.1415289044380188), ('prost hetic makeup', -0.14403492212295532)]	['worldly-wise and very funny script', 'narcissism and']
1	1	[('a brief shooting star', -0.2806987762451172), ('father and son', -0.309207022190094), ('itely filmed drama', -0.3240593671798706), ('itely filmed', -0.4928359389305115), ('of love', -0.6122889220714569)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
1	1	[]	['astoundingly', 'engrossing story']
0	0	[('is exhausting', -0.3536251187324524), ('unrel enting', -0.37917494773864746)]	['astoundingly', 'ugly and destructive']
1	1	[('the thro es', -0.20874464511871338), ('of rapid change', -0.22102773189544678), ('a culture', -0.3825446367263794), ('rapid change', -0.4078146815299988), ('the way', -0.450100839138031)]	['astoundingly', 'show-stoppingly']
1	1	[('fully crafted', -0.4740285277366638), ('on mortality', -0.528049647808075)]	['show-stoppingly', 'astoundingly']
0	0	[('an easy categor ization', -0.02315741777420044), ('a freak show', -0.061361849308013916), ('to be engaging', -0.08079701662063599), ('le def ies', -0.08176791667938232), ('to be cerebral', -0.08524483442306519)]	['astoundingly', 'ugly and destructive']
0	0	[('the movies', -0.061377108097076416)]	['astoundingly', 'played-out']
1	1	[('another winning star vehicle', -0.1900573968887329), ('takes over the film', -0.23387163877487183), ('the film', -0.4783233404159546), ('umbling magic', -0.4987010359764099)]	['astoundingly', 'worldly-wise and very funny script']
1	1	[('in its own right', -0.2812197804450989), ('the no ve lla', -0.37944304943084717), ('its own right', -0.394117534160614), ('just about as much', -0.42975789308547974), ('the screen', -0.5861193537712097)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
0	0	[('sold - out', -0.11529582738876343), ('commod ified', -0.25271207094192505), ('an filmmaking scene', -0.2614041566848755), ('the americ', -0.32625842094421387), ('independent film', -0.3775075674057007)]	['astoundingly', 'ugly and destructive']
1	1	[('of the damned', -0.5065898895263672), ('the damned', -0.5313545167446136), ('the queen', -0.6232992112636566), ('to suck', -0.7764286547899246), ('be said to suck', -0.8397615849971771)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
1	1	[('as it does', -0.257699191570282), ('in large measure', -0.33930307626724243), ('it does', -0.42330628633499146), ('as well', -0.425240695476532), ('large measure', -0.44768208265304565)]	['four star performance', 'worldly-wise and very funny script']
0	0	[('all the more annoying', -0.03202831745147705), ('this must y adaptation', -0.033982038497924805), ('by h ollywood', -0.06842637062072754), ('all the more', -0.0778801441192627), ('upt ight characters', -0.09613984823226929)]	['astoundingly', 'ugly and mindless']
0	0	[('at all', -0.3029479384422302), ('the theater', -0.352441668510437)]	['undramatic', 'narcissism and']
0	0	[('something so gross', -0.04422801733016968), ('be so boring', -0.051502108573913574), ('at party', -0.15019452571868896), ('so gross', -0.16305667161941528), ('so boring', -0.1734902262687683)]	['astoundingly', 'ugly and mindless']
0	0	[('bliss - less', -0.10814893245697021), ('e lys ian fields', -0.11201411485671997), ('some important comment', -0.24728095531463623), ('iling curves', -0.47794800996780396)]	['astoundingly', 'ugly and mindless']
0	0	[('s swept away', -0.13434159755706787), ('swept away', -0.22010773420333862)]	['astoundingly', 'preposterousness']
1	0	[('to a film festival', -0.29177701473236084), ('a film festival', -0.368349552154541), ('is a rewarding one', -0.413429856300354), ('through this movie', -0.4231629967689514), ('a rewarding one', -0.4628846049308777)]	['astoundingly', 'a funny and touching film that is gorgeously']
1	0	[('r ue ful', -0.5119359195232391), ('ind ian - amer', -0.5212574303150177), ('ian - amer', -0.5676518082618713), ('would recognize', -0.6457979381084442)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
1	1	[('ingly dis hed out', -0.3988240361213684), ('sweet romance', -0.5593141615390778)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
1	1	[('well worth tracking down', -0.26541370153427124), ('tracking down', -0.5196085572242737)]	['four star performance', 'engrossing story']
1	1	[('the best play', -0.33492618799209595), ('the 19 th century', -0.3420460820198059), ('of being earnest', -0.39077144861221313), ('being earnest', -0.5207098126411438)]	['four star performance', 'show-stoppingly']
1	1	[('bitters weet path os', -0.10540980100631714), ('brushed with sentiment ality', -0.1174701452255249), ('like snapshots of memory', -0.15470737218856812), ('with sentiment ality', -0.27133554220199585), ('snapshots of memory', -0.2798042297363281)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
1	1	[('the pocket', -0.6325868666172028)]	['let-down', 'worldly-wise and very funny script']
1	1	[('more guts and energy', -0.13378894329071045), ('s savvy about celebrity', -0.2361648678779602), ('savvy about celebrity', -0.2886860966682434), ('about celebrity', -0.37007683515548706), ('open this year', -0.45154058933258057)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
0	0	[('gu ff aw', -0.04495799541473389), ('a script', -0.1710726022720337), ('as this', -0.2063010334968567)]	['astoundingly', 'ugly and destructive']
1	1	[('the heart', -0.5553364157676697)]	['worldly-wise and very funny script', 'engrossing story']
0	0	[('dealing with childhood loss', -0.05378091335296631), ('with childhood loss', -0.1154332160949707), ('childhood loss', -0.23942941427230835)]	['astoundingly', 'ugly and destructive']
1	1	[('at its finest', -0.19094634056091309), ('its finest', -0.35369783639907837)]	['four star performance', 'a funny and touching film that is gorgeously']
1	1	[('parts of the movie', -0.11516785621643066), ('past the art ifice', -0.20596849918365479), ('about full frontal', -0.26363539695739746), ('of the movie', -0.26929140090942383), ('the art ifice', -0.3901181221008301)]	['astoundingly', 'show-stoppingly']
0	0	[('a pretty big problem', -0.03518831729888916), ('slap stick', -0.11608642339706421), ('pretty big', -0.17429125308990479)]	['astoundingly', 'ugly and destructive']
1	1	[('no liberal cause', -0.25186794996261597), ('un pl und ered', -0.3584674596786499), ('no heart string', -0.5154210031032562), ('unt ug ged', -0.65244260430336)]	['astoundingly', 'worldly-wise and very funny script']
0	0	[('brutally uns ent imental', -0.02821892499923706), ('ly un em otional', -0.03170579671859741), ('horrific but weird', -0.06736528873443604), ('from the film', -0.08708345890045166), ('the humanity', -0.17677897214889526)]	['astoundingly', 'preposterousness']
0	0	[('of cl ic hes', -0.007465243339538574), ('cl ic hes', -0.037594377994537354)]	['astoundingly', 'preposterousness']
0	0	"[('the show goes up', -0.06863135099411011), (""' s in place"", -0.07809567451477051), ('s in place', -0.13888180255889893), ('goes up', -0.2174634337425232), ('the show', -0.23215460777282715)]"	['astoundingly', 'played-out']
1	1	[('is in this performance', -0.16055595874786377), ('in this performance', -0.24910998344421387), ('this performance', -0.35187143087387085)]	['astoundingly', 'four star performance']
1	1	[('standard and giant', -0.425006628036499), ('equally well', -0.5890477895736694)]	['a funny and touching film that is gorgeously', 'four star performance']
1	1	[('j ean re no', -0.42038559913635254)]	['worldly-wise and very funny script', 'show-stoppingly']
0	0	[('scrub bing the toilet', -0.003208637237548828), ('bing the toilet', -0.04596662521362305), ('the toilet', -0.15789836645126343)]	['let-down', 'absurdities and']
0	0	[('are of daytime television', -0.007307231426239014), ('of daytime television', -0.05840498208999634), ('of p ucc ini', -0.07546526193618774), ('make p ta proud', -0.08752322196960449), ('p ta proud', -0.16023385524749756)]	['astoundingly', 'preposterousness']
1	1	[('for a new generation', -0.29933851957321167), ('this movie phenomenon', -0.3389485478401184), ('of its past', -0.4250938296318054), ('a new generation', -0.4340546727180481), ('of the series', -0.4670880436897278)]	['worldly-wise and very funny script', 'four star performance']
0	0	[('pass an entrance exam', -0.015840113162994385), ('movies about college', -0.053440868854522705), ('an entrance exam', -0.0566522479057312), ('needs less of', -0.07229048013687134), ('about college', -0.1351231336593628)]	['astoundingly', 'irritating films']
0	1	[('precinct cl ic hes', -0.015275895595550537), ('its cl unky dialogue', -0.05418431758880615), ('laps es in logic', -0.08212083578109741), ('a manual', -0.1922503113746643), ('laps es', -0.2357175350189209)]	['astoundingly', 'worldly-wise and very funny script']
0	0	[('a hall ow een', -0.00848233699798584), ('of stale candy', -0.041091084480285645), ('stale candy', -0.15015411376953125), ('that died', -0.16573888063430786)]	['astoundingly', 'preposterousness']
1	1	[('buy and acc orsi', -0.32304519414901733), ('lovely performances', -0.47048771381378174)]	['four star performance', 'show-stoppingly']
1	1	[('the artistic instinct', -0.42293620109558105), ('this challenging report', -0.4705110788345337), ('the majority', -0.57247194647789), ('majority - oriented', -0.5933912694454193), ('a . i .', -0.7924008071422577)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
1	0	[('take off', -0.5240941643714905), ('the other direction', -0.5522303581237793)]	['astoundingly', 'worldly-wise and very funny script']
0	0	[('everything except good intentions', 0.02653294801712036), ('except good intentions', -0.007420182228088379), ('good intentions', -0.09471064805984497)]	['astoundingly', 'worldly-wise and very funny script']
1	1	"[(""the film ' s"", -0.249467134475708), ('transparent ly moving', -0.36212432384490967), ('seemingly opaque story', -0.41086673736572266), ('soaring ly', -0.5616257786750793), ('seemingly opaque', -0.5776574909687042)]"	['astoundingly', 'show-stoppingly']
1	1	[('touching to the marrow', -0.24862933158874512), ('to the marrow', -0.3538198471069336), ('a young man', -0.4298633337020874), ('the marrow', -0.5155868232250214)]	['astoundingly', 'show-stoppingly']
1	1	[('of jealousy', -0.6725555658340454), ('whose sexual passion', -0.6802729666233063), ('for her husband', -0.6849598288536072), ('her husband', -0.6938644349575043), ('a young monarch', -0.6979585587978363)]	['astoundingly', 'show-stoppingly']
1	1	[('a tasty balance', -0.3972203731536865), ('fren etic comedy', -0.42285388708114624), ('family drama', -0.520108699798584)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
0	0	[('out loud', -0.07323366403579712)]	['astoundingly', 'played-out']
0	0	[('just no story', 0.17588037252426147), ('just no', 0.12332344055175781), ('st uart little 2', 0.09315335750579834), ('very special', -0.17387372255325317), ('heightened reality', -0.29618045687675476)]	['astoundingly', 'worldly-wise and very funny script']
1	1	[('into the fest circuit', -0.3454359769821167), ('about the film', -0.3690745234489441), ('the fest circuit', -0.434040904045105), ('a certain charm', -0.4378621578216553), ('the film', -0.5172112286090851)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
1	1	[('a beautiful madness', -0.41563087701797485)]	['astoundingly', 'astoundingly rich film']
0	0	[('my own death bed', -0.05499064922332764), ('felt tired and drained', -0.08708846569061279), ('for a while', -0.12346237897872925), ('tired and drained', -0.1549397110939026), ('a while', -0.24272644519805908)]	['astoundingly', 'irritating films']
0	0	[('as dist ast eful', 0.004663288593292236), ('dist ast eful', -0.0047571659088134766), ('do omsday thrill ers', -0.01915222406387329), ('omsday thrill ers', -0.07986944913864136), ('kidnapping suspense dramas', -0.11945956945419312)]	['astoundingly', 'worldly-wise and very funny script']
0	0	[('string - pull ing', -0.029613614082336426), ('legitimate character development', -0.08055227994918823), ('string - pull', -0.08615148067474365), ('pretty miserable', -0.14228862524032593), ('this one', -0.19636648893356323)]	['astoundingly', 'preposterousness']
1	1	[('between commerce and creativity', -0.25264251232147217), ('commerce and creativity', -0.38004833459854126), ('the inherent conflict', -0.38072383403778076), ('an extraordinary piece', -0.42279213666915894), ('the politics', -0.5212153196334839)]	['astoundingly', 'show-stoppingly']
1	1	[('of the year', -0.423183798789978), ('movie going', -0.4686269760131836), ('the year', -0.5232575237751007)]	['four star performance', 'show-stoppingly']
0	0	[('this english tr ifle', -0.011038780212402344), ('play things aside', -0.05484253168106079), ('little to love', -0.07734894752502441), ('to love', -0.21339726448059082)]	['astoundingly', 'ugly and mindless']
1	1	[('military courtroom', -0.514208972454071), ('st olid', -0.5336191952228546)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
0	0	[('aked and overhe ated', -0.014080405235290527), ('half - b', -0.04065108299255371)]	['astoundingly', 'ugly and mindless']
0	1	[('that was never planned', 0.043826520442962646), ('for residual s', 0.014477670192718506), ('was never planned', -0.008779525756835938), ('find matt dam on', -0.02878791093826294), ('residual s', -0.11184585094451904)]	['astoundingly', 'worldly-wise and very funny script']
1	1	[('a good job', -0.5081789791584015), ('we journey through life', -0.5911301970481873), ('the major issues', -0.6146662831306458), ('journey through life', -0.654707133769989), ('through life', -0.6671113967895508)]	['worldly-wise and very funny script', 'astoundingly']
1	1	[('prov oc atively so', -0.43604910373687744), ('refreshing ly literary', -0.5177233219146729)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
1	1	[('even better', -0.5331672132015228), ('in 1994', -0.5799942910671234), ('looks even better', -0.5995164513587952), ('it looks even better', -0.6281457841396332), ('the same movie', -0.6346668601036072)]	['astoundingly', 'worldly-wise and very funny script']
0	0	[('makes a fatal mistake', 0.012334167957305908), ('a fatal mistake', -0.026846349239349365), ('whose only apparent virtue', -0.07382023334503174), ('a young man', -0.10771775245666504), ('in his life', -0.1857810616493225)]	['worldly-wise and very funny script', 'astoundingly']
0	0	[('by the n ba', -0.01700460910797119), ('the n ba', -0.06812065839767456)]	['ugly and mindless', 'ugly and destructive']
1	1	[('of its characters', -0.3273645043373108), ('its characters', -0.41778701543807983), ('ishly witty', -0.477062463760376), ('great laughs', -0.4824100732803345), ('the film', -0.5054446756839752)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
0	0	[('it was so weak', -0.01685035228729248), ('has become even weaker', -0.020337045192718506), ('was so weak', -0.04808151721954346), ('become even weaker', -0.06324982643127441), ('made in 1978', -0.0634075403213501)]	['astoundingly', 'narcissism and']
0	0	[('s a cheat', -0.03784090280532837), ('a cheat', -0.1230347752571106)]	['narcissism and', 'astoundingly']
1	0	[('some nice ch ills', -0.2501567006111145), ('with psychic abilities', -0.2759881615638733), ('a mysterious creature', -0.34498292207717896), ('along the way', -0.35439836978912354), ('a terrific climax', -0.38002973794937134)]	['worldly-wise and very funny script', 'four star performance']
1	1	[('l ite', -0.5239856243133545)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
1	1	[]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
1	1	[('technical know - how', -0.2536972761154175), ('of psychological insight', -0.2652643918991089), ('a film maker', -0.3335046172142029), ('psychological insight', -0.4388745427131653), ('the service', -0.4777072072029114)]	['four star performance', 'worldly-wise and very funny script']
0	0	"[('the level of embarrassment', -0.01357567310333252), (""car vey ' s"", -0.01779305934906006), ('no good jokes', -0.03883683681488037), ('no good scenes', -0.045185387134552), ('barely a moment', -0.046190083026885986)]"	['astoundingly', 'preposterousness']
1	1	[('in the middle', -0.3342757821083069), ('its pub escent star', -0.41234642267227173), ('the middle', -0.4396153688430786), ('fully amusing', -0.5095570683479309), ('mal colm', -0.5371783375740051)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
0	0	[('to play pr anks', -0.029655814170837402), ('the element of surprise', -0.0608486533164978), ('s not original', -0.06810468435287476), ('play pr anks', -0.07799279689788818), ('any huge laughs', -0.08317685127258301)]	['astoundingly', 'preposterousness']
0	0	[('of high drama', -0.11416923999786377), ('too predictable', -0.16546684503555298), ('a level', -0.17807221412658691), ('high drama', -0.2361719012260437), ('the movie', -0.25124281644821167)]	['astoundingly', 'worldly-wise and very funny script']
1	1	[]	['show-stoppingly', 'astoundingly']
0	0	[('god ard', -0.16458404064178467), ('the rig ors', -0.2022913098335266), ('one pine', -0.23217713832855225), ('of filmmaking', -0.26547151803970337), ('no longer', -0.29437255859375)]	['worldly-wise and very funny script', 'astoundingly']
1	0	[('taking on adolescent qualities', -0.4355168342590332), ('thirsty for reflection', -0.535208135843277), ('adolescent qualities', -0.5714312493801117), ('for reflection', -0.6000766158103943)]	['astoundingly', 'a funny and touching film that is gorgeously']
0	0	[('under tones', -0.1740095615386963)]	['preposterousness', 'astoundingly']
1	1	"[('the lives', -0.478140652179718), (""the era ' s"", -0.5394536554813385)]"	['astoundingly', 'worldly-wise and very funny script']
0	0	"[(""a film ' s"", -0.12666642665863037), ('a public or ation', -0.12914222478866577), ('rather than', -0.12939035892486572), ('these -LRB- subjects -RRB-', -0.17803680896759033), ('a stationary camera', -0.19269508123397827)]"	['astoundingly', 'preposterousness']
0	0	[('from being something greater', -0.016071856021881104), ('being something greater', -0.08700191974639893), ('this particular result', -0.09107625484466553), ('something greater', -0.1856839656829834), ('a man', -0.46583813428878784)]	['astoundingly', 'ugly and destructive']
